iter	Passed	Remaining
1666	62903	163503
1667	62941	163467
1668	62978	163426
1669	63014	163385
1670	63051	163346
1671	63095	163324
1672	63127	163270
1673	63165	163234
1674	63199	163187
1675	63235	163143
1676	63268	163095
1677	63308	163063
1678	63342	163015
1679	63382	162983
1680	63427	162965
1681	63464	162923
1682	63497	162875
1683	63536	162840
1684	63574	162803
1685	63613	162770
1686	63652	162733
1687	63688	162691
1688	63723	162647
1689	63767	162624
1690	63798	162571
1691	63838	162538
1692	63880	162512
1693	63919	162477
1694	63957	162441
1695	63988	162385
1696	64031	162361
1697	64067	162319
1698	64103	162276
1699	64143	162245
1700	64175	162193
1701	64206	162138
1702	64241	162093
1703	64280	162060
1704	64326	162041
1705	64367	162012
1706	64407	161981
1707	64452	161960
1708	64494	161935
1709	64534	161902
1710	64572	161865
1711	64608	161822
1712	64643	161779
1713	64684	161748
1714	64717	161700
1715	64759	161671
1716	64800	161642
1717	64843	161618
1718	64882	161584
1719	64924	161555
1720	64967	161531
1721	65003	161490
1722	65041	161452
1723	65078	161413
1724	65119	161383
1725	65156	161343
1726	65195	161308
1727	65228	161258
1728	65267	161225
1729	65302	161179
1730	65338	161138
1731	65374	161096
1732	65418	161074
1733	65455	161034
1734	65491	160992
1735	65533	160965
1736	65570	160925
1737	65610	160893
1738	65650	160861
1739	65688	160822
1740	65727	160789
1741	65762	160745
1742	65805	160719
1743	65839	160673
1744	65882	160648
1745	65923	160617
1746	65964	160586
1747	65995	160533
1748	66027	160482
1749	66068	160451
1750	66106	160415
1751	66146	160381
1752	66189	160356
1753	66225	160316
1754	66259	160269
1755	66297	160232
1756	66336	160196
1757	66373	160156
1758	66417	160135
1759	66456	160100
1760	66492	160058
1761	66532	160026
1762	66572	159993
1763	66607	159948
1764	66642	159904
1765	66676	159858
1766	66715	159822
1767	66753	159786
1768	66792	159751
1769	66833	159721
1770	66873	159688
1771	66913	159656
1772	66952	159622
1773	66994	159593
1774	67025	159540
1775	67067	159511
1776	67105	159474
1777	67143	159437
1778	67184	159407
1779	67223	159372
1780	67257	159326
1781	67293	159283
1782	67331	159246
1783	67367	159205
1784	67414	159189
1785	67450	159147
1786	67494	159122
1787	67532	159087
1788	67572	159054
1789	67610	159016
1790	67646	158974
1791	67687	158945
1792	67721	158897
1793	67761	158865
1794	67793	158815
1795	67826	158766
1796	67866	158733
1797	67906	158701
1798	67946	158668
1799	67977	158614
1800	68015	158577
1801	68048	158529
1802	68090	158501
1803	68127	158461
1804	68166	158426
1805	68204	158388
1806	68236	158336
1807	68276	158304
1808	68311	158259
1809	68352	158229
1810	68387	158185
1811	68428	158154
1812	68469	158125
1813	68510	158095
1814	68545	158052
1815	68592	158035
1816	68646	158034
1817	68696	158024
1818	68730	157978
1819	68766	157936
1820	68799	157888
1821	68840	157856
1822	68881	157826
1823	68928	157809
1824	68968	157776
1825	69001	157727
1826	69040	157694
1827	69079	157659
1828	69119	157626
1829	69149	157569
1830	69184	157526
1831	69222	157487
1832	69257	157443
1833	69287	157388
1834	69330	157363
1835	69361	157309
1836	69395	157263
1837	69439	157239
1838	69479	157206
1839	69518	157171
1840	69549	157119
1841	69584	157074
1842	69621	157036
1843	69665	157012
1844	69697	156961
1845	69733	156919
1846	69766	156871
1847	69797	156818
1848	69834	156778
1849	69873	156742
1850	69915	156715
1851	69954	156679
1852	69985	156626
1853	70022	156588
1854	70054	156536
1855	70089	156493
1856	70130	156462
1857	70168	156425
1858	70198	156370
1859	70228	156315
1860	70269	156284
1861	70310	156254
1862	70348	156217
1863	70383	156173
1864	70419	156131
1865	70462	156105
1866	70499	156064
1867	70537	156028
1868	70578	155998
1869	70617	155962
1870	70647	155906
1871	70691	155883
1872	70731	155850
1873	70771	155817
1874	70816	155796
1875	70852	155754
1876	70887	155710
1877	70927	155678
1878	70967	155644
1879	71000	155596
1880	71039	155561
1881	71075	155519
1882	71110	155476
1883	71146	155434
1884	71183	155394
1885	71221	155358
1886	71265	155333
1887	71306	155303
1888	71347	155273
1889	71385	155236
1890	71424	155199
1891	71467	155173
1892	71505	155137
1893	71538	155087
1894	71569	155035
1895	71603	154989
1896	71648	154966
1897	71693	154945
1898	71733	154912
1899	71772	154877
1900	71813	154847
1901	71850	154808
1902	71889	154771
1903	71927	154734
1904	71961	154689
1905	71999	154651
1906	72037	154615
1907	72076	154578
1908	72128	154570
1909	72171	154545
1910	72209	154508
1911	72247	154470
1912	72279	154419
1913	72311	154370
1914	72348	154330
1915	72383	154287
1916	72425	154257
1917	72470	154236
1918	72508	154198
1919	72549	154166
1920	72590	154137
1921	72629	154102
1922	72666	154062
1923	72701	154018
1924	72743	153990
1925	72781	153952
1926	72814	153904
1927	72847	153857
1928	72887	153824
1929	72933	153801
1930	72977	153778
1931	73022	153756
1932	73069	153736
1933	73107	153699
1934	73147	153666
1935	73183	153624
1936	73223	153591
1937	73263	153558
1938	73306	153531
1939	73342	153489
1940	73371	153434
1941	73406	153390
1942	73446	153356
1943	73487	153326
1944	73522	153281
1945	73564	153253
1946	73603	153216
1947	73642	153182
1948	73683	153150
1949	73718	153107
1950	73757	153071
1951	73792	153028
1952	73828	152986
1953	73867	152952
1954	73904	152912
1955	73943	152876
1956	73979	152835
1957	74015	152793
1958	74053	152756
1959	74093	152723
1960	74132	152688
1961	74174	152659
1962	74212	152620
1963	74242	152567
1964	74271	152512
1965	74308	152471
1966	74343	152429
1967	74373	152374
1968	74410	152335
1969	74453	152307
1970	74494	152276
1971	74524	152224
1972	74560	152182
1973	74591	152130
1974	74624	152082
1975	74654	152029
1976	74698	152003
1977	74737	151968
1978	74775	151930
1979	74806	151879
1980	74842	151838
1981	74878	151797
1982	74910	151747
1983	74967	151747
1984	75005	151710
1985	75042	151671
1986	75075	151624
1987	75119	151598
1988	75151	151549
1989	75187	151508
1990	75222	151464
1991	75260	151426
1992	75294	151382
1993	75334	151349
1994	75369	151306
1995	75404	151262
1996	75440	151220
1997	75478	151184
1998	75510	151134
1999	75546	151093
2000	75585	151057
2001	75616	151006
2002	75653	150967
2003	75693	150934
2004	75728	150891
2005	75766	150852
2006	75808	150823
2007	75845	150784
2008	75876	150732
2009	75914	150695
2010	75955	150664
2011	75992	150626
2012	76027	150582
2013	76065	150545
2014	76110	150522
2015	76150	150486
2016	76187	150448
2017	76222	150406
2018	76260	150368
2019	76292	150318
2020	76331	150284
2021	76370	150248
2022	76403	150200
2023	76440	150160
2024	76471	150109
2025	76506	150067
2026	76550	150042
2027	76602	150031
2028	76639	149991
2029	76671	149943
2030	76706	149901
2031	76746	149866
2032	76780	149822
2033	76811	149770
2034	76839	149714
2035	76877	149677
2036	76918	149645
2037	76958	149611
2038	76998	149578
2039	77031	149531
2040	77068	149493
2041	77104	149451
2042	77146	149421
2043	77177	149369
2044	77212	149327
2045	77244	149279
2046	77277	149231
2047	77315	149194
2048	77357	149165
2049	77395	149127
2050	77426	149077
2051	77460	149033
2052	77500	148998
2053	77535	148956
2054	77573	148917
2055	77603	148865
2056	77638	148822
2057	77675	148783
2058	77717	148753
2059	77749	148704
2060	77785	148664
2061	77818	148617
2062	77857	148581
2063	77894	148542
2064	77929	148500
2065	77972	148472
2066	78008	148431
2067	78042	148387
2068	78082	148352
2069	78119	148313
2070	78161	148284
2071	78201	148250
2072	78239	148213
2073	78271	148164
2074	78312	148133
2075	78351	148097
2076	78392	148066
2077	78429	148026
2078	78464	147984
2079	78504	147949
2080	78541	147912
2081	78582	147879
2082	78622	147845
2083	78665	147819
2084	78695	147766
2085	78733	147729
2086	78768	147685
2087	78804	147644
2088	78842	147607
2089	78883	147576
2090	78927	147550
2091	78963	147509
2092	79003	147474
2093	79041	147439
2094	79079	147401
2095	79116	147361
2096	79153	147322
2097	79188	147279
2098	79230	147250
2099	79274	147224
2100	79313	147188
2101	79351	147150
2102	79386	147109
2103	79424	147071
2104	79469	147046
2105	79506	147006
2106	79538	146958
2107	79569	146908
2108	79609	146875
2109	79649	146841
2110	79691	146812
2111	79726	146769
2112	79762	146727
2113	79799	146689
2114	79834	146646
2115	79871	146607
2116	79908	146568
2117	79945	146528
2118	79973	146474
2119	80011	146436
2120	80050	146399
2121	80085	146358
2122	80122	146318
2123	80150	146264
2124	80188	146225
2125	80219	146176
2126	80249	146123
2127	80284	146081
2128	80316	146032
2129	80347	145982
2130	80387	145949
2131	80426	145915
2132	80462	145873
2133	80504	145842
2134	80538	145798
2135	80575	145759
2136	80612	145720
2137	80648	145680
2138	80691	145651
2139	80723	145603
2140	80761	145566
2141	80801	145532
2142	80832	145483
2143	80871	145448
2144	80914	145419
2145	80952	145382
2146	80989	145343
2147	81026	145305
2148	81063	145265
2149	81103	145231
2150	81144	145200
2151	81180	145159
2152	81218	145122
2153	81252	145078
2154	81284	145029
2155	81315	144980
2156	81353	144942
2157	81392	144907
2158	81433	144875
2159	81477	144849
2160	81517	144815
2161	81555	144777
2162	81588	144731
2163	81628	144697
2164	81665	144658
2165	81700	144616
2166	81737	144576
2167	81777	144543
2168	81821	144518
2169	81856	144475
2170	81895	144439
2171	81927	144390
2172	81971	144364
2173	82006	144323
2174	82045	144287
2175	82089	144260
2176	82134	144235
2177	82170	144195
2178	82205	144152
2179	82243	144115
2180	82284	144083
2181	82324	144049
2182	82369	144023
2183	82406	143985
2184	82451	143960
2185	82482	143910
2186	82519	143872
2187	82556	143831
2188	82597	143800
2189	82634	143760
2190	82670	143720
2191	82711	143688
2192	82752	143655
2193	82790	143619
2194	82824	143575
2195	82864	143540
2196	82904	143507
2197	82941	143468
2198	82984	143439
2199	83025	143406
2200	83063	143371
2201	83096	143324
2202	83132	143284
2203	83165	143237
2204	83204	143202
2205	83244	143168
2206	83286	143138
