iter	Passed	Remaining
251	9597	218923
252	9635	218882
253	9666	218685
254	9705	218662
255	9744	218652
256	9774	218413
257	9813	218407
258	9847	218269
259	9884	218230
260	9923	218202
261	9950	217932
262	9986	217834
263	10024	217799
264	10062	217771
265	10101	217750
266	10131	217537
267	10168	217491
268	10208	217486
269	10252	217590
270	10293	217614
271	10330	217557
272	10368	217502
273	10407	217492
274	10439	217322
275	10477	217285
276	10515	217265
277	10554	217238
278	10592	217194
279	10627	217109
280	10666	217096
281	10705	217073
282	10743	217024
283	10781	216993
284	10818	216947
285	10856	216902
286	10896	216911
287	10924	216676
288	10965	216693
289	11004	216672
290	11042	216638
291	11080	216607
292	11118	216564
293	11157	216547
294	11197	216543
295	11229	216392
296	11259	216200
297	11299	216199
298	11340	216230
299	11379	216211
300	11417	216167
301	11455	216137
302	11491	216064
303	11526	215974
304	11559	215849
305	11599	215850
306	11639	215848
307	11675	215760
308	11713	215725
309	11751	215693
310	11790	215679
311	11829	215661
312	11868	215639
313	11906	215604
314	11943	215554
315	11983	215546
316	12017	215447
317	12053	215377
318	12091	215339
319	12129	215292
320	12167	215261
321	12206	215238
322	12247	215268
323	12286	215233
324	12317	215079
325	12356	215062
326	12398	215100
327	12435	215051
328	12474	215026
329	12516	215048
330	12554	215027
331	12591	214958
332	12627	214900
333	12668	214907
334	12707	214895
335	12746	214875
336	12785	214850
337	12820	214756
338	12858	214721
339	12897	214701
340	12934	214656
341	12972	214616
342	13010	214584
343	13051	214586
344	13090	214564
345	13118	214374
346	13158	214370
347	13196	214333
348	13236	214326
349	13275	214302
350	13313	214274
351	13343	214100
352	13381	214069
353	13420	214042
354	13459	214019
355	13498	214003
356	13531	213885
357	13568	213828
358	13597	213656
359	13636	213636
360	13673	213591
361	13712	213564
362	13750	213538
363	13788	213500
364	13827	213472
365	13867	213466
366	13904	213419
367	13941	213365
368	13980	213342
369	14018	213313
370	14053	213232
371	14092	213208
372	14130	213170
373	14165	213093
374	14204	213066
375	14244	213061
376	14284	213058
377	14322	213023
378	14361	212995
379	14399	212955
380	14437	212928
381	14472	212842
382	14508	212777
383	14548	212777
384	14577	212608
385	14613	212534
386	14647	212442
387	14686	212430
388	14717	212284
389	14757	212288
390	14796	212253
391	14827	212118
392	14865	212085
393	14905	212079
394	14945	212078
395	14984	212047
396	15020	211982
397	15058	211950
398	15096	211923
399	15129	211809
400	15167	211781
401	15206	211756
402	15249	211793
403	15289	211779
404	15327	211745
405	15365	211710
406	15402	211668
407	15440	211628
408	15479	211598
409	15513	211516
410	15551	211482
411	15590	211457
412	15630	211442
413	15668	211411
414	15707	211394
415	15742	211318
416	15781	211290
417	15820	211264
418	15857	211224
419	15897	211212
420	15934	211156
421	15968	211069
422	16002	210989
423	16038	210916
424	16076	210886
425	16114	210850
426	16151	210800
427	16188	210749
428	16218	210619
429	16251	210507
430	16285	210423
431	16319	210334
432	16359	210328
433	16397	210297
434	16435	210256
435	16473	210230
436	16505	210116
437	16540	210045
438	16580	210027
439	16618	210000
440	16657	209980
441	16699	209996
442	16732	209888
443	16771	209866
444	16809	209838
445	16848	209810
446	16887	209793
447	16926	209773
448	16961	209689
449	17001	209690
450	17034	209586
451	17072	209552
452	17112	209541
453	17149	209496
454	17179	209366
455	17218	209344
456	17255	209291
457	17285	209166
458	17324	209137
459	17366	209153
460	17404	209118
461	17433	208980
462	17471	208936
463	17500	208797
464	17539	208778
465	17578	208750
466	17605	208592
467	17643	208560
468	17678	208485
469	17717	208457
470	17752	208393
471	17784	208290
472	17821	208245
473	17857	208191
474	17897	208173
475	17930	208086
476	17968	208054
477	18007	208023
478	18046	208006
479	18086	207997
480	18125	207968
481	18159	207893
482	18201	207900
483	18240	207885
484	18281	207884
485	18321	207865
486	18358	207826
487	18397	207799
488	18436	207773
489	18467	207659
490	18501	207585
491	18540	207564
492	18581	207559
493	18608	207406
494	18649	207402
495	18678	207275
496	18715	207225
497	18753	207195
498	18793	207178
499	18832	207162
500	18875	207174
501	18911	207123
502	18951	207113
503	18994	207135
504	19028	207056
505	19067	207028
506	19101	206946
507	19142	206951
508	19180	206912
509	19214	206841
510	19254	206821
511	19285	206720
512	19318	206629
513	19353	206565
514	19391	206532
515	19429	206499
516	19463	206420
517	19496	206331
518	19537	206331
519	19575	206294
520	19613	206264
521	19652	206240
522	19689	206194
523	19732	206209
524	19768	206162
525	19807	206135
526	19849	206138
527	19886	206098
528	19925	206067
529	19952	205923
530	19983	205820
531	20019	205763
532	20060	205759
533	20100	205746
534	20135	205686
535	20173	205653
536	20211	205613
537	20251	205605
538	20296	205642
539	20339	205653
540	20377	205624
541	20418	205616
542	20457	205595
543	20497	205573
544	20534	205535
545	20566	205437
546	20602	205382
547	20634	205286
548	20675	205289
549	20705	205174
550	20744	205145
551	20783	205128
552	20820	205084
553	20861	205070
554	20900	205049
555	20938	205016
556	20973	204954
557	21013	204941
558	21055	204941
559	21089	204866
560	21129	204858
561	21165	204803
562	21196	204701
563	21237	204697
564	21270	204610
565	21304	204533
566	21343	204511
567	21382	204490
568	21418	204434
569	21457	204410
570	21493	204361
571	21525	204269
572	21561	204212
573	21602	204206
574	21637	204147
575	21672	204081
576	21705	204004
577	21737	203907
578	21773	203857
579	21814	203849
580	21852	203822
581	21886	203745
582	21924	203718
583	21958	203644
584	21990	203552
585	22026	203499
586	22064	203464
587	22099	203408
588	22137	203372
589	22169	203280
590	22209	203263
591	22241	203179
592	22275	203106
593	22305	203000
594	22340	202939
595	22378	202909
596	22416	202878
597	22448	202785
598	22486	202751
599	22517	202657
600	22552	202600
601	22587	202539
602	22618	202442
603	22657	202414
604	22696	202388
605	22726	202288
606	22762	202236
607	22792	202136
608	22832	202121
609	22871	202093
610	22910	202070
611	22941	201977
612	22977	201920
613	23015	201890
614	23045	201791
615	23084	201761
616	23119	201706
617	23164	201733
618	23205	201727
619	23246	201723
620	23286	201706
621	23328	201700
622	23365	201663
623	23406	201659
624	23443	201614
625	23480	201574
626	23521	201564
627	23560	201538
628	23602	201536
629	23639	201502
630	23678	201474
631	23713	201417
632	23753	201401
633	23797	201414
634	23835	201381
635	23869	201315
636	23909	201293
637	23943	201230
638	23981	201196
639	24018	201156
640	24056	201124
641	24095	201093
642	24130	201040
643	24168	201007
644	24197	200899
645	24232	200837
646	24274	200837
647	24315	200831
648	24352	200789
649	24390	200751
650	24428	200718
651	24466	200686
652	24496	200589
653	24533	200547
654	24566	200473
655	24605	200444
656	24645	200427
657	24674	200324
658	24711	200278
659	24749	200244
660	24785	200194
661	24826	200190
662	24860	200122
663	24898	200086
664	24936	200057
665	24965	199949
666	25001	199900
667	25043	199901
668	25076	199828
669	25107	199737
670	25145	199705
671	25188	199711
672	25222	199641
673	25258	199597
674	25299	199582
675	25341	199583
676	25381	199564
677	25415	199497
678	25453	199467
679	25491	199435
680	25524	199362
681	25559	199304
682	25597	199267
683	25632	199217
684	25665	199142
685	25705	199120
686	25742	199085
687	25778	199032
688	25814	198983
689	25851	198947
690	25891	198924
691	25920	198827
692	25959	198795
693	25999	198778
694	26037	198745
695	26079	198743
696	26122	198745
697	26160	198716
698	26197	198674
699	26237	198652
700	26282	198677
701	26323	198660
702	26362	198633
703	26396	198573
704	26430	198509
705	26468	198472
706	26507	198449
707	26544	198406
708	26585	198400
709	26618	198329
710	26659	198314
711	26699	198297
712	26739	198279
713	26774	198220
714	26811	198178
715	26848	198139
716	26885	198099
717	26920	198040
718	26955	197983
719	26993	197949
720	27027	197891
721	27062	197830
722	27099	197794
723	27138	197766
724	27176	197729
725	27213	197689
726	27245	197614
727	27282	197575
728	27321	197550
729	27361	197529
730	27399	197494
731	27437	197459
732	27475	197429
733	27518	197428
734	27559	197419
735	27596	197375
736	27632	197329
737	27662	197237
738	27697	197180
739	27737	197161
740	27776	197134
741	27806	197043
742	27844	197011
743	27889	197023
744	27927	196992
745	27963	196941
746	28002	196919
747	28039	196873
748	28078	196848
749	28108	196760
750	28136	196658
751	28172	196607
752	28212	196589
753	28248	196537
754	28290	196532
755	28325	196478
756	28364	196455
757	28399	196396
758	28432	196333
759	28470	196299
760	28510	196279
761	28539	196183
762	28577	196146
763	28615	196112
764	28650	196058
765	28683	195990
766	28718	195939
767	28759	195927
768	28798	195896
769	28835	195859
770	28877	195848
771	28917	195827
772	28955	195793
773	28995	195773
774	29032	195733
775	29063	195652
776	29094	195570
777	29131	195532
778	29174	195533
779	29214	195513
780	29253	195483
781	29284	195401
782	29320	195360
783	29360	195336
784	29390	195249
785	29428	195218
786	29466	195184
787	29499	195113
788	29536	195076
789	29574	195041
790	29611	195003
791	29652	194988
792	29693	194972
793	29729	194928
794	29760	194847
795	29793	194780
796	29827	194720
797	29868	194705
798	29906	194671
799	29944	194639
800	29984	194620
801	30024	194594
802	30053	194504
803	30092	194475
804	30129	194439
805	30168	194413
806	30199	194332
807	30238	194303
808	30274	194261
809	30313	194231
810	30356	194230
811	30396	194205
812	30434	194175
813	30469	194124
814	30507	194090
815	30546	194063
816	30577	193983
817	30608	193903
818	30644	193858
819	30680	193811
820	30715	193756
821	30749	193700
822	30788	193674
823	30824	193626
824	30860	193578
825	30896	193530
826	30934	193502
827	30978	193502
828	31020	193494
829	31059	193464
830	31097	193431
831	31129	193360
832	31164	193312
833	31202	193276
834	31238	193226
835	31274	193184
836	31310	193135
837	31346	193088
838	31380	193032
839	31416	192988
840	31452	192942
841	31487	192889
842	31526	192858
843	31564	192828
844	31600	192781
845	31645	192788
846	31685	192768
847	31717	192696
848	31746	192609
849	31783	192573
850	31824	192555
851	31866	192546
852	31906	192521
853	31944	192490
854	31988	192490
855	32027	192464
856	32066	192435
857	32104	192403
858	32144	192382
859	32184	192359
860	32215	192280
861	32252	192244
862	32292	192222
863	32332	192196
864	32365	192136
865	32407	192123
866	32442	192074
867	32478	192028
868	32520	192019
869	32552	191945
870	32586	191889
871	32617	191814
872	32653	191771
873	32691	191735
874	32727	191691
875	32758	191617
876	32795	191572
877	32832	191536
878	32870	191502
879	32912	191490
880	32952	191467
881	32984	191398
882	33022	191365
883	33062	191343
884	33103	191326
885	33140	191289
886	33176	191243
887	33213	191201
888	33251	191166
889	33291	191143
890	33329	191109
891	33367	191078
892	33409	191066
893	33440	190991
894	33477	190955
895	33518	190936
896	33557	190909
897	33596	190879
898	33637	190861
899	33677	190836
900	33712	190785
901	33747	190735
902	33784	190694
903	33811	190602
904	33852	190586
905	33893	190569
906	33929	190520
907	33967	190485
908	34010	190482
909	34050	190456
910	34089	190431
911	34130	190410
912	34171	190394
913	34209	190360
914	34242	190300
915	34279	190255
916	34323	190256
917	34355	190191
918	34387	190122
919	34422	190073
920	34460	190039
921	34494	189982
922	34535	189965
923	34571	189920
924	34616	189920
925	34653	189883
926	34689	189838
927	34732	189831
928	34770	189795
929	34813	189787
930	34843	189712
931	34878	189659
932	34907	189580
933	34942	189529
934	34980	189493
935	35021	189475
936	35064	189468
937	35102	189432
938	35140	189398
939	35175	189348
940	35213	189316
941	35252	189284
942	35284	189221
943	35326	189206
944	35364	189171
945	35400	189128
946	35438	189094
947	35477	189061
948	35519	189052
949	35559	189026
950	35595	188982
951	35627	188915
952	35665	188878
953	35695	188802
954	35730	188752
955	35771	188733
956	35802	188663
957	35839	188625
958	35883	188619
959	35923	188600
960	35962	188570
961	36001	188538
962	36042	188520
963	36084	188506
964	36124	188484
965	36169	188486
966	36207	188449
967	36244	188409
968	36274	188333
969	36311	188293
970	36345	188238
971	36383	188205
972	36421	188174
973	36460	188140
974	36495	188091
975	36525	188018
976	36564	187986
977	36602	187950
978	36639	187914
979	36675	187866
980	36714	187836
981	36755	187820
982	36793	187784
983	36832	187757
984	36870	187723
985	36909	187693
986	36951	187679
987	36988	187637
988	37037	187658
989	37084	187670
990	37128	187666
991	37167	187635
992	37206	187607
993	37249	187598
994	37297	187610
995	37343	187614
996	37388	187617
997	37435	187629
998	37481	187631
999	37520	187601
1000	37561	187583
1001	37601	187558
1002	37638	187519
1003	37680	187500
1004	37722	187486
1005	37760	187452
1006	37796	187404
1007	37829	187348
1008	37869	187323
1009	37907	187286
1010	37962	187334
1011	38001	187302
1012	38056	187352
1013	38100	187348
1014	38144	187338
1015	38177	187282
1016	38216	187250
1017	38260	187241
1018	38302	187227
1019	38341	187198
1020	38378	187156
1021	38408	187081
1022	38447	187051
1023	38486	187019
1024	38525	186990
1025	38566	186970
1026	38600	186914
1027	38638	186879
1028	38677	186849
1029	38718	186828
1030	38754	186781
1031	38789	186729
1032	38825	186685
1033	38868	186672
1034	38905	186632
1035	38944	186602
1036	38984	186577
1037	39018	186520
1038	39057	186491
1039	39096	186461
1040	39134	186426
1041	39172	186389
1042	39211	186357
1043	39242	186287
1044	39281	186256
1045	39319	186224
1046	39359	186194
1047	39391	186130
1048	39429	186097
1049	39468	186065
1050	39512	186056
1051	39551	186025
1052	39590	185996
1053	39634	185987
1054	39678	185980
1055	39724	185984
1056	39766	185967
1057	39815	185979
1058	39853	185946
1059	39894	185921
1060	39927	185862
1061	39966	185833
1062	40025	185896
1063	40068	185879
1064	40109	185857
1065	40145	185816
1066	40188	185801
1067	40231	185789
1068	40272	185766
1069	40327	185808
1070	40367	185781
1071	40406	185748
1072	40444	185712
1073	40487	185699
1074	40523	185653
1075	40561	185618
1076	40601	185589
1077	40637	185544
1078	40674	185504
1079	40718	185497
1080	40758	185469
1081	40802	185459
1082	40843	185434
1083	40880	185395
1084	40920	185369
1085	40951	185301
1086	40989	185265
1087	41028	185231
1088	41066	185193
1089	41102	185149
1090	41136	185096
1091	41171	185045
1092	41210	185013
1093	41249	184981
1094	41291	184962
1095	41324	184904
1096	41365	184881
1097	41398	184823
1098	41438	184795
1099	41471	184737
1100	41510	184706
1101	41547	184665
1102	41587	184636
1103	41618	184569
1104	41655	184526
1105	41695	184498
1106	41733	184465
1107	41772	184430
1108	41811	184401
1109	41852	184376
1110	41887	184328
1111	41924	184288
1112	41970	184287
1113	42008	184249
1114	42042	184194
1115	42086	184184
1116	42127	184159
1117	42164	184120
1118	42207	184104
1119	42259	184129
1120	42303	184121
1121	42346	184106
1122	42392	184102
1123	42435	184088
1124	42478	184073
1125	42521	184058
1126	42558	184016
1127	42594	183973
1128	42638	183962
1129	42689	183979
1130	42733	183970
1131	42777	183960
1132	42815	183921
1133	42851	183877
1134	42888	183835
1135	42928	183806
1136	42966	183767
1137	43000	183716
1138	43031	183648
1139	43066	183601
1140	43104	183563
1141	43157	183587
1142	43204	183589
1143	43242	183552
1144	43275	183494
1145	43307	183433
1146	43348	183409
1147	43385	183368
1148	43425	183338
1149	43460	183290
1150	43496	183245
1151	43534	183208
1152	43575	183183
1153	43608	183126
1154	43643	183074
1155	43682	183043
1156	43716	182987
1157	43745	182914
1158	43784	182881
1159	43824	182851
1160	43859	182806
1161	43897	182767
1162	43937	182738
1163	43975	182704
1164	44018	182687
1165	44054	182640
1166	44091	182600
1167	44128	182560
1168	44163	182507
1169	44201	182472
1170	44233	182411
1171	44268	182361
1172	44305	182322
1173	44348	182304
1174	44385	182264
1175	44422	182222
1176	44456	182170
1177	44492	182124
1178	44535	182108
1179	44571	182061
1180	44608	182021
1181	44648	181993
1182	44683	181944
1183	44717	181889
1184	44751	181836
1185	44786	181790
1186	44826	181762
1187	44865	181728
1188	44904	181695
1189	44958	181721
1190	45001	181707
1191	45039	181670
1192	45070	181602
1193	45102	181542
1194	45139	181504
1195	45172	181445
1196	45213	181419
1197	45252	181388
1198	45290	181349
1199	45324	181298
1200	45367	181282
1201	45399	181222
1202	45433	181166
1203	45472	181133
1204	45506	181080
1205	45540	181030
1206	45579	180997
1207	45620	180970
1208	45658	180935
1209	45695	180894
1210	45726	180830
1211	45768	180808
1212	45800	180746
1213	45842	180727
1214	45878	180682
1215	45918	180651
1216	45958	180625
1217	45993	180576
1218	46034	180550
1219	46066	180490
1220	46104	180452
1221	46140	180406
1222	46169	180338
1223	46201	180278
1224	46236	180227
1225	46268	180167
1226	46307	180135
1227	46347	180107
1228	46388	180079
1229	46424	180035
1230	46456	179976
1231	46495	179945
1232	46534	179912
1233	46570	179867
1234	46611	179841
1235	46650	179809
1236	46694	179796
1237	46734	179765
1238	46775	179741
1239	46812	179701
1240	46852	179670
1241	46892	179640
1242	46932	179610
1243	46967	179562
1244	47001	179511
1245	47043	179488
1246	47082	179455
1247	47120	179421
1248	47152	179359
1249	47190	179323
1250	47228	179288
1251	47266	179249
1252	47296	179182
1253	47337	179156
1254	47370	179100
1255	47410	179074
1256	47449	179041
1257	47487	179001
1258	47527	178972
1259	47557	178907
1260	47596	178873
1261	47631	178826
1262	47663	178766
1263	47701	178728
1264	47737	178684
1265	47773	178641
1266	47805	178581
1267	47838	178527
1268	47870	178466
1269	47906	178422
1270	47950	178410
1271	47989	178375
1272	48031	178354
1273	48063	178295
1274	48096	178239
1275	48136	178210
1276	48171	178164
1277	48213	178139
1278	48250	178098
1279	48291	178076
1280	48325	178025
1281	48362	177981
1282	48403	177956
1283	48439	177912
1284	48481	177892
1285	48516	177843
1286	48555	177809
1287	48585	177744
1288	48623	177706
1289	48660	177667
1290	48698	177631
1291	48733	177583
1292	48766	177529
1293	48804	177492
1294	48837	177435
1295	48874	177394
1296	48905	177333
1297	48943	177299
1298	48974	177237
1299	49012	177198
1300	49050	177163
1301	49088	177124
1302	49125	177084
1303	49160	177039
1304	49200	177008
1305	49237	176970
1306	49282	176956
1307	49313	176895
1308	49351	176859
1309	49383	176799
1310	49421	176762
1311	49459	176725
1312	49493	176675
1313	49527	176625
1314	49564	176584
1315	49602	176548
1316	49641	176514
1317	49681	176487
1318	49723	176465
1319	49761	176425
1320	49792	176366
1321	49836	176350
1322	49873	176310
1323	49904	176249
1324	49948	176234
1325	49985	176192
1326	50022	176153
1327	50061	176119
1328	50099	176082
1329	50140	176056
1330	50182	176033
1331	50215	175981
1332	50247	175921
1333	50279	175866
1334	50311	175809
1335	50353	175786
1336	50394	175757
1337	50430	175716
1338	50461	175653
1339	50502	175628
1340	50545	175608
1341	50581	175566
1342	50621	175535
1343	50659	175499
1344	50703	175482
1345	50742	175450
1346	50777	175404
1347	50816	175369
1348	50846	175306
1349	50885	175272
1350	50921	175229
1351	50959	175193
1352	51002	175172
1353	51042	175143
1354	51078	175099
1355	51113	175052
1356	51151	175015
1357	51195	174999
1358	51228	174945
1359	51260	174887
1360	51300	174859
1361	51339	174826
1362	51385	174817
1363	51427	174794
1364	51470	174774
1365	51511	174748
1366	51541	174683
1367	51579	174647
1368	51618	174614
1369	51655	174573
1370	51696	174546
1371	51731	174500
1372	51769	174462
1373	51809	174431
1374	51844	174387
1375	51889	174372
1376	51927	174337
1377	51961	174285
1378	51992	174224
1379	52028	174181
1380	52066	174146
1381	52101	174097
1382	52137	174056
1383	52176	174021
1384	52217	173996
1385	52257	173966
1386	52292	173917
1387	52332	173890
1388	52378	173880
1389	52418	173847
1390	52454	173803
1391	52495	173778
1392	52536	173750
1393	52574	173713
1394	52613	173680
1395	52650	173640
1396	52685	173595
1397	52716	173535
1398	52755	173501
1399	52795	173471
1400	52839	173452
1401	52869	173389
1402	52908	173357
1403	52947	173322
1404	52984	173285
1405	53023	173249
1406	53053	173188
1407	53089	173144
1408	53124	173096
1409	53158	173049
1410	53201	173027
1411	53232	172969
1412	53267	172922
1413	53308	172892
1414	53342	172844
1415	53388	172832
1416	53432	172816
1417	53473	172788
1418	53507	172741
1419	53547	172710
1420	53585	172671
1421	53624	172639
1422	53662	172603
1423	53700	172566
1424	53739	172532
1425	53775	172487
1426	53813	172451
1427	53852	172417
1428	53882	172357
1429	53913	172296
1430	53955	172271
1431	53997	172248
1432	54039	172223
1433	54076	172185
1434	54115	172150
1435	54154	172116
1436	54193	172082
1437	54228	172036
1438	54269	172011
1439	54308	171975
1440	54348	171947
1441	54393	171932
1442	54432	171898
1443	54463	171840
1444	54502	171804
1445	54540	171769
1446	54579	171734
1447	54615	171691
1448	54649	171642
1449	54680	171584
1450	54712	171528
1451	54751	171495
1452	54793	171468
1453	54827	171420
1454	54866	171386
1455	54901	171342
1456	54940	171307
1457	54983	171284
1458	55026	171264
1459	55059	171211
1460	55098	171178
1461	55138	171148
1462	55178	171118
1463	55210	171062
1464	55246	171020
1465	55283	170978
1466	55317	170930
1467	55357	170897
1468	55394	170859
1469	55435	170832
1470	55471	170788
1471	55509	170751
1472	55547	170716
1473	55592	170699
1474	55625	170647
1475	55660	170601
1476	55699	170569
1477	55738	170534
1478	55776	170497
1479	55810	170447
1480	55849	170413
1481	55893	170396
1482	55927	170347
1483	55964	170305
1484	56003	170274
1485	56035	170216
1486	56067	170161
1487	56107	170131
1488	56150	170111
1489	56188	170072
1490	56229	170045
1491	56265	170004
1492	56305	169972
1493	56350	169955
1494	56393	169936
1495	56425	169881
1496	56466	169852
1497	56503	169813
1498	56546	169790
1499	56577	169732
1500	56608	169673
1501	56638	169614
1502	56676	169577
1503	56709	169525
1504	56752	169502
1505	56793	169475
1506	56836	169452
1507	56875	169418
1508	56913	169382
1509	56955	169357
1510	56994	169323
1511	57037	169300
1512	57075	169265
1513	57112	169224
1514	57142	169164
1515	57178	169120
1516	57214	169079
1517	57247	169025
1518	57283	168985
1519	57323	168953
1520	57368	168937
1521	57406	168900
1522	57446	168869
1523	57478	168815
1524	57514	168773
1525	57552	168736
1526	57591	168699
1527	57631	168671
1528	57670	168635
1529	57710	168606
1530	57748	168568
1531	57788	168537
1532	57828	168504
1533	57865	168465
1534	57903	168429
1535	57940	168390
1536	57977	168349
1537	58016	168316
1538	58045	168252
1539	58088	168229
1540	58128	168198
1541	58168	168166
1542	58206	168130
1543	58244	168093
1544	58275	168036
1545	58314	168004
1546	58352	167965
1547	58393	167939
1548	58431	167901
1549	58469	167865
1550	58506	167822
1551	58549	167802
1552	58580	167745
1553	58623	167722
1554	58660	167681
1555	58701	167654
1556	58738	167614
1557	58774	167572
1558	58815	167543
1559	58858	167519
1560	58892	167473
1561	58932	167441
1562	58973	167412
1563	59010	167373
1564	59046	167330
1565	59078	167277
1566	59117	167242
1567	59156	167207
1568	59194	167171
1569	59233	167137
1570	59268	167092
1571	59300	167036
1572	59339	167003
1573	59383	166983
1574	59425	166956
1575	59463	166919
1576	59497	166873
1577	59534	166833
1578	59573	166797
1579	59610	166758
1580	59642	166703
1581	59679	166664
1582	59718	166630
1583	59757	166596
1584	59795	166559
1585	59832	166519
1586	59872	166488
1587	59907	166443
1588	59937	166384
1589	59977	166354
1590	60014	166312
1591	60046	166259
1592	60081	166215
1593	60122	166184
1594	60161	166151
1595	60199	166115
1596	60237	166078
1597	60275	166041
1598	60313	166004
1599	60355	165976
1600	60397	165952
1601	60430	165901
1602	60467	165861
1603	60506	165826
1604	60547	165797
1605	60579	165745
1606	60618	165711
1607	60657	165677
1608	60696	165643
1609	60728	165590
1610	60765	165548
1611	60802	165509
1612	60842	165476
1613	60886	165458
1614	60924	165420
1615	60963	165385
1616	61003	165353
1617	61038	165309
1618	61070	165256
1619	61100	165198
1620	61142	165171
1621	61177	165127
1622	61215	165089
1623	61253	165052
1624	61293	165020
1625	61333	164989
1626	61378	164971
1627	61419	164943
1628	61451	164890
1629	61488	164849
1630	61524	164807
1631	61560	164764
1632	61602	164737
1633	61634	164685
1634	61670	164642
1635	61709	164610
1636	61750	164578
1637	61788	164543
1638	61828	164512
1639	61867	164477
1640	61904	164438
1641	61946	164411
1642	61987	164381
1643	62024	164343
1644	62062	164305
1645	62103	164277
1646	62136	164226
1647	62178	164199
1648	62216	164161
1649	62257	164132
1650	62296	164098
1651	62335	164064
1652	62369	164018
1653	62412	163993
1654	62452	163960
1655	62493	163933
1656	62533	163900
1657	62564	163845
1658	62604	163812
1659	62636	163760
1660	62675	163726
1661	62714	163691
1662	62750	163650
1663	62791	163619
1664	62824	163569
1665	62863	163534
